Exon	DifferentialExonScore	TumorScore	NormalScore	TumorGreaterThansNormalFlag	HighTumorCount	HighNormal	NumGTEx1stQuartile	NumGTEx2ndQuartile	NumGTEx3rdQuartile	NumGTEx4thQuartile	NumDisease1stQuartile	NumDisease2ndQuartile	NumDisease3rdQuartile	NumDisease4thQuartile	GTEx1stQuartile	GTEx2ndQuartile	GTEx3rdQuartile	GTEx4thQuartile	Disease1stQuartile	Disease2ndQuartile	Disease3rdQuartile	Disease4thQuartile	GeneSymbol	Matrisome	Surfaceome	SharedSurfaceMatrisome	CheckDE	CheckSignificant	Gene	AS_Flag	SigExonMaxProp	SigExonMinProp	SigExonPropFlag	ExonSplicingAnnotation	ExonAPRISAnnotation	HighNormalExonProp>0.3_Flag	HighRiskTumorNormalMatch	CheckForHighIHCNormalFlag	CheckForHighMediumInBrain	CheckForExonCoverageBias	IHC_AboveIntermediate(Exclude Testis Ovary)	BoneMarrowHigh	HighProteomicsHitInGTExForGene	LowRiskTumorNormalPair	ExcludeTestisOvaryRNAExpr	OncogeneTumorSuppressors	FinalPrioritization	Surfaceome	Matrisome	SharedSurfaceMatrisome	TargetExon
PDGFC_chr4_156761614_156763206_-	139.11549796141543	0.4375	0.26666666666666666	true	1	0	22	8	0	0	10	5	1	0	Heart,Testis,Spleen,Brain,Stomach,Liver,Lung,Bladder,Vagina,Blood,Kidney,Esophagus,Nerve,Small_Intestine,Adipose_Tissue,Pituitary,Breast,Muscle,Skin,Colon,Pancreas,Thyroid,	Ovary,Uterus,Salivary_Gland,Fallopian_Tube,Adrenal_Gland,Cervix_Uteri,Blood_Vessel,Prostate,			EWS,RB,ST,ACT,BT,MEL,MB,EPD,HGG,NBL,	DSRCT,OS,CPC,RHB,LGG,	WLM,	NA	PDGFC	true	false	false	true	true	PDGFC	Gene	0.8333333333333334	0.4	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	true	false	false	false	true	NA	Tier 2	false	true	false	false
COL11A1_chr1_102888866_102888919_-	364.5909991933559	0.6875	0.03333333333333333	true	3	0	29	1	0	0	9	4	2	1	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Testis,			EWS,RB,ST,DSRCT,MB,EPD,NBL,WLM,RHB,	BT,MEL,HGG,LGG,	ACT,CPC,	OS,	COL11A1	true	false	false	true	true	COL11A1	Gene	1.0	0.8	false	Alt_Transcript	PRINCIPAL	false	false	false	false	false	false	false	false	false	false	NA	Tier1	true	true	true	false
MMP24_chr20_35267205_35267419_+	327.0734721110848	0.375	0.0	true	2	0	30	0	0	0	12	2	2	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,DSRCT,ACT,BT,OS,MEL,EPD,HGG,WLM,RHB,LGG,	CPC,NBL,	RB,MB,	NA	MMP24	true	true	true	true	true	MMP24	Gene	0.6666666666666666	0.6666666666666666	false	Canonical	PRINCIPAL	false	false	true	true	false	true	false	true	false	true	NA	Not Prioritized	true	true	true	false
IL2RB_chr22_37135328_37135442_-	11.229301798477529	0.125	0.1	true	1	1	28	1	1	0	15	0	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Spleen,	Blood,		EWS,ST,OS,HGG,RHB,LGG,RB,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,		DSRCT,	NA	IL2RB	false	true	false	true	true	IL2RB	Gene	0.75	0.3333333333333333	false	Alt_Transcript	PRINCIPAL	false	false	false	false	false	true	true	false	false	true	NA	Tier 2	true	false	false	false
PDPN_chr1_13583831_13584100_+	274.89486325422257	0.5	0.36666666666666664	true	3	0	19	11	0	0	11	2	3	0	Heart,Testis,Spleen,Brain,Stomach,Liver,Blood_Vessel,Blood,Kidney,Esophagus,Small_Intestine,Salivary_Gland,Pituitary,Adrenal_Gland,Skin,Colon,Pancreas,Prostate,Thyroid,	Nerve,Ovary,Uterus,Fallopian_Tube,Lung,Adipose_Tissue,Bladder,Vagina,Breast,Muscle,Cervix_Uteri,			EWS,RB,ST,DSRCT,ACT,OS,MEL,MB,NBL,WLM,RHB,	EPD,HGG,	BT,CPC,LGG,	NA	PDPN	false	true	false	true	true	PDPN	Gene	0.3333333333333333	0.14285714285714285	true	Alt_Transcript	ALTERNATIVE	false	false	true	false	false	true	false	true	false	true	NA	Not Prioritized	true	false	false	false
FBN1_chr15_48520659_48520817_-	524.2745863511601	0.75	0.0	true	4	0	30	0	0	0	8	4	4	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				RB,ACT,CPC,EPD,HGG,NBL,WLM,LGG,	BT,OS,MB,RHB,	EWS,ST,DSRCT,MEL,	NA	FBN1	true	false	false	true	true	FBN1	Gene	0.6212121212121212	0.2	true	Canonical	PRINCIPAL	false	false	false	false	false	true	true	true	false	true	NA	Tier 2	false	true	false	false
LOXL2_chr8_23333401_23333553_-	542.2170342470583	0.875	0.13333333333333333	true	3	0	26	4	0	0	5	8	3	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Small_Intestine,Salivary_Gland,Pituitary,Skin,Prostate,	Adipose_Tissue,Breast,Colon,Esophagus,			RB,ACT,MB,EPD,LGG,	EWS,DSRCT,BT,MEL,CPC,HGG,NBL,WLM,	ST,OS,RHB,	NA	LOXL2	true	false	false	true	true	LOXL2	Gene	1.0	0.3333333333333333	false	Alt_Transcript	NA	false	false	false	true	false	true	true	false	false	true	NA	Tier 2	false	true	false	false
MMP9_chr20_46014122_46014274_+	237.07810536818147	0.3125	0.26666666666666666	true	1	2	26	2	0	2	13	2	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Pituitary,Breast,Skin,Prostate,	Lung,Adipose_Tissue,		Spleen,Blood,	EWS,ST,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MB,CPC,EPD,WLM,	MEL,NBL,		OS,	MMP9	true	false	false	true	true	MMP9	Gene	1.0	1.0	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	true	true	true	false	true	NA	Tier 2	false	true	false	false
COL20A1_chr20_63325269_63325494_+	277.9380653834948	0.5	0.03333333333333333	true	3	0	29	1	0	0	13	0	1	2	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Testis,			EWS,ST,OS,RHB,RB,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,		HGG,	DSRCT,LGG,	COL20A1	true	false	false	true	true	COL20A1	Gene	1.0	1.0	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	false	false	false	false	false	NA	Tier1	false	true	false	false
ASTN1_chr1_176936266_176936370_-	438.1056389429661	0.75	0.06666666666666667	true	3	0	28	2	0	0	9	4	1	2	Heart,Testis,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Brain,Adrenal_Gland,			EWS,ST,ACT,BT,OS,MEL,CPC,WLM,RHB,	RB,MB,EPD,NBL,	HGG,	DSRCT,LGG,	ASTN1	false	true	false	true	true	ASTN1	Gene	1.0	0.75	false	Canonical	PRINCIPAL	false	true	false	false	false	false	false	false	false	true	NA	Tier 2	true	false	false	false
GPRC5B_chr16_19872587_19872846_-	513.5044461018628	0.6875	0.5333333333333333	true	3	3	18	9	2	1	10	3	1	2	Spleen,Liver,Lung,Bladder,Vagina,Cervix_Uteri,Blood_Vessel,Blood,Esophagus,Small_Intestine,Uterus,Salivary_Gland,Adrenal_Gland,Skin,Colon,Pancreas,Prostate,Thyroid,	Heart,Nerve,Ovary,Stomach,Fallopian_Tube,Adipose_Tissue,Pituitary,Breast,Kidney,	Testis,Muscle,	Brain,	EWS,RB,ST,DSRCT,ACT,OS,MEL,NBL,WLM,RHB,	BT,MB,CPC,	EPD,	HGG,LGG,	GPRC5B	false	true	false	true	true	GPRC5B	Gene	0.75	0.25	false	Missing_in_annotated_transcripts	NA	true	true	false	true	false	true	false	true	false	true	NA	Not Prioritized	true	false	false	false
COL9A1_chr6_70271655_70271708_-	318.23060801876983	0.5625	0.06666666666666667	true	3	0	28	2	0	0	11	2	2	1	Heart,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Testis,Brain,			EWS,ST,DSRCT,ACT,BT,OS,MEL,MB,EPD,NBL,RHB,	HGG,WLM,	RB,CPC,	LGG,	COL9A1	true	false	false	true	true	COL9A1	Gene	1.0	0.2727272727272727	false	Canonical	PRINCIPAL	false	false	false	false	false	true	false	false	false	false	NA	Tier1	false	true	false	false
BCAN_chr1_156657675_156657755_+	613.2729634708301	0.5625	0.13333333333333333	true	3	1	28	1	0	1	13	0	0	3	Heart,Testis,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Fallopian_Tube,		Brain,	EWS,ST,OS,RHB,RB,DSRCT,ACT,BT,MEL,MB,CPC,NBL,WLM,			EPD,HGG,LGG,	BCAN	true	false	false	true	true	BCAN	Gene	1.0	0.75	false	Alt_Transcript	NA	true	true	true	true	true	true	false	true	false	true	NA	Not Prioritized	false	true	false	false
CCL25_chr19_8053050_8053122_+	53.4382368189094	0.1875	0.06666666666666667	true	1	1	29	0	1	0	15	0	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,		Small_Intestine,		EWS,ST,OS,HGG,RHB,LGG,RB,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,			DSRCT,	CCL25	false	true	false	true	true	CCL25	Gene	1.0	1.0	false	Canonical	NA	false	false	false	false	false	true	false	false	false	true	NA	Tier 2	true	false	false	false
OLFML2B_chr1_162017400_162017507_-	609.5436977867963	0.8125	0.23333333333333334	true	3	1	24	5	1	0	8	5	1	2	Heart,Testis,Spleen,Brain,Stomach,Fallopian_Tube,Liver,Bladder,Vagina,Cervix_Uteri,Blood,Kidney,Esophagus,Ovary,Small_Intestine,Uterus,Salivary_Gland,Pituitary,Adrenal_Gland,Muscle,Skin,Colon,Pancreas,Prostate,	Nerve,Lung,Adipose_Tissue,Breast,Thyroid,	Blood_Vessel,		EWS,RB,DSRCT,MB,CPC,EPD,HGG,LGG,	ST,ACT,BT,MEL,NBL,	WLM,	OS,RHB,	OLFML2B	false	true	false	true	true	OLFML2B	Gene	1.0	1.0	false	Canonical	PRINCIPAL	false	false	true	true	false	true	true	false	false	true	NA	Tier 2	true	false	false	false
NTM_chr11_132335046_132336802_+	315.22987857940456	0.25	0.1	true	1	1	28	1	1	0	13	2	1	0	Heart,Testis,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Nerve,	Brain,		EWS,ST,OS,RHB,RB,DSRCT,ACT,BT,MEL,MB,CPC,NBL,WLM,	EPD,HGG,	LGG,	NA	NTM	false	true	false	true	true	NTM	Gene	1.0	0.3333333333333333	false	Missing_in_annotated_transcripts	NA	false	true	true	true	false	true	false	true	false	true	NA	Not Prioritized	true	false	false	false
COL4A5_chrX_108591561_108591644_+	357.4284142028908	0.6875	0.4666666666666667	true	4	4	20	6	4	0	11	1	2	2	Heart,Testis,Spleen,Brain,Stomach,Liver,Lung,Blood,Kidney,Nerve,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Adrenal_Gland,Muscle,Skin,Colon,Pancreas,Thyroid,	Ovary,Pituitary,Vagina,Cervix_Uteri,Blood_Vessel,Prostate,	Uterus,Fallopian_Tube,Bladder,Esophagus,		EWS,RB,ST,ACT,OS,MEL,MB,NBL,WLM,RHB,LGG,	HGG,	BT,EPD,	DSRCT,CPC,	COL4A5	true	false	false	true	true	COL4A5	Gene	1.0	0.09090909090909091	true	Canonical	PRINCIPAL	false	false	false	false	false	false	false	false	false	true	NA	Not Prioritized	false	true	false	false
ITGAV_chr2_186630800_186631120_+	529.020730671455	0.875	0.0	true	5	0	30	0	0	0	7	4	5	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				ACT,OS,CPC,EPD,NBL,WLM,RHB,	RB,MB,HGG,LGG,	EWS,ST,DSRCT,BT,MEL,	NA	ITGAV	true	true	true	true	true	ITGAV	Gene	1.0	0.25	false	Missing_in_annotated_transcripts	NA	false	false	false	true	false	true	true	true	true	true	NA	Tier 2	true	true	true	false
LAMA1_chr18_6961586_6961759_-	148.98092531370506	0.1875	0.06666666666666667	true	1	1	29	0	1	0	14	1	1	0	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,		Testis,		EWS,ST,OS,HGG,RHB,LGG,DSRCT,ACT,BT,MEL,MB,CPC,NBL,WLM,	RB,	EPD,	NA	LAMA1	true	false	false	true	true	LAMA1	Gene	0.8571428571428571	0.3333333333333333	false	Canonical	PRINCIPAL	false	false	false	false	false	false	false	false	false	false	NA	Tier1	false	true	false	true
FRAS1_chr4_78369838_78369984_+	106.36284942219831	0.1875	0.0	true	1	0	30	0	0	0	14	1	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,OS,HGG,RHB,LGG,RB,ACT,MEL,MB,CPC,EPD,NBL,WLM,	BT,	DSRCT,	NA	FRAS1	true	false	false	true	true	FRAS1	Gene	0.625	0.3333333333333333	false	Canonical	PRINCIPAL	false	false	true	true	false	true	false	false	false	false	NA	Tier1	true	true	true	false
SORL1_chr11_121589259_121589390_+	583.3637144452711	0.9375	0.06666666666666667	true	5	1	29	0	1	0	8	3	3	2	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,		Blood,		EWS,ACT,OS,MEL,CPC,NBL,WLM,RHB,	ST,MB,EPD,	RB,HGG,LGG,	DSRCT,BT,	SORL1	false	true	false	true	true	SORL1	Gene	1.0	0.5	false	Canonical	PRINCIPAL	false	false	true	true	false	true	false	true	false	true	NA	Tier 2	true	false	false	false
PXDN_chr2_1666214_1666486_-	575.5891871924944	1.125	0.2	true	6	0	24	6	0	0	5	5	5	1	Heart,Testis,Spleen,Brain,Stomach,Fallopian_Tube,Liver,Lung,Vagina,Cervix_Uteri,Blood,Kidney,Esophagus,Nerve,Small_Intestine,Salivary_Gland,Pituitary,Adrenal_Gland,Muscle,Skin,Colon,Pancreas,Prostate,Thyroid,	Ovary,Uterus,Adipose_Tissue,Bladder,Breast,Blood_Vessel,			RB,ACT,OS,MEL,EPD,	ST,BT,MB,NBL,LGG,	EWS,DSRCT,CPC,HGG,WLM,	RHB,	PXDN	true	true	true	true	true	PXDN	Gene	1.0	0.26666666666666666	false	Canonical	PRINCIPAL	false	false	false	false	false	true	false	true	false	true	NA	Not Prioritized	true	true	true	false
RELN_chr7_103515185_103515441_-	281.7189308903619	0.25	0.03333333333333333	true	1	0	29	1	0	0	14	1	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Nerve,			EWS,ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,CPC,NBL,WLM,	EPD,		MB,	RELN	true	false	false	true	true	RELN	Gene	1.0	0.5	false	Canonical	PRINCIPAL	false	false	false	false	false	false	false	false	false	true	NA	Tier 2	false	true	false	false
TNFAIP6_chr2_151379364_151380046_+	83.37220574009685	0.125	0.0	true	1	0	30	0	0	0	15	0	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,		EWS,	NA	TNFAIP6	true	false	false	true	true	TNFAIP6	Gene	1.0	1.0	false	Missing_in_annotated_transcripts	PRINCIPAL	false	false	false	false	false	false	false	false	false	false	NA	Tier1	false	true	false	false
HMCN1_chr1_185962518_185962659_+	410.89867974316513	0.375	0.0	true	2	0	30	0	0	0	13	1	1	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				ST,OS,HGG,RHB,LGG,RB,ACT,BT,MB,CPC,EPD,NBL,WLM,	DSRCT,	MEL,	EWS,	HMCN1	true	false	false	true	true	HMCN1	Gene	1.0	0.9230769230769231	false	Canonical	PRINCIPAL	false	false	true	false	false	true	false	true	false	true	NA	Tier 2	false	true	false	false
RTBDN_chr19_12828953_12829028_-	94.13171411653127	0.125	0.06666666666666667	true	1	1	29	0	1	0	15	0	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Skin,Prostate,		Pituitary,		EWS,ST,OS,HGG,RHB,LGG,DSRCT,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,		RB,	NA	RTBDN	true	false	false	true	true	RTBDN	Gene	0.8333333333333334	0.5	false	Alt_Transcript	NA	true	false	false	false	false	false	false	false	false	true	NA	Tier 2	false	true	false	false
SEMA6A_chr5_116486749_116486962_-	515.1817756917159	0.875	0.06666666666666667	true	6	1	29	0	1	0	8	2	6	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,		Adrenal_Gland,		EWS,RB,ST,DSRCT,ACT,OS,CPC,NBL,	EPD,WLM,	BT,MEL,MB,HGG,RHB,LGG,	NA	SEMA6A	false	true	false	true	true	SEMA6A	Gene	1.0	0.5	false	Canonical	NA	false	false	true	true	false	true	false	false	false	true	NA	Tier 2	true	false	false	false
NAV2_chr11_20077552_20077635_+	384.41536400203637	0.75	0.13333333333333333	true	5	0	26	4	0	0	9	2	5	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Ovary,Uterus,Adrenal_Gland,Muscle,Pancreas,Spleen,Stomach,Vagina,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Nerve,Colon,Blood_Vessel,Thyroid,			EWS,RB,ST,DSRCT,ACT,OS,MB,CPC,NBL,	WLM,RHB,	BT,MEL,EPD,HGG,LGG,	NA	NAV2	true	false	false	true	true	NAV2	Gene	0.75	0.4	false	Canonical	PRINCIPAL	false	false	false	true	false	true	true	false	false	true	NA	Tier 2	false	true	false	false
HMCN1_chr1_186189512_186189665_+	444.52560241359294	0.625	0.23333333333333334	true	3	2	25	3	2	0	11	2	1	2	Heart,Testis,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Small_Intestine,Adipose_Tissue,Pituitary,Skin,Prostate,	Salivary_Gland,Breast,Esophagus,	Lung,Blood_Vessel,		RB,ST,DSRCT,ACT,BT,MB,EPD,HGG,NBL,RHB,LGG,	OS,CPC,	MEL,	EWS,WLM,	HMCN1	true	false	false	true	true	HMCN1	Gene	1.0	0.9230769230769231	false	Canonical	NA	false	false	true	false	false	true	false	true	false	true	NA	Tier 2	false	true	false	false
MMP9_chr20_46014122_46014275_+	235.70150734934126	0.3125	0.26666666666666666	true	1	2	26	2	0	2	13	2	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Pituitary,Breast,Skin,Prostate,	Lung,Adipose_Tissue,		Spleen,Blood,	EWS,ST,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MB,CPC,EPD,WLM,	MEL,NBL,		OS,	MMP9	true	false	false	true	true	MMP9	Gene	1.0	1.0	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	true	true	true	false	true	NA	Tier 2	false	true	false	false
COL20A1_chr20_63328331_63329268_+	109.80261770798349	0.25	0.03333333333333333	true	1	0	29	1	0	0	14	1	0	1	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Testis,			EWS,ST,OS,HGG,RHB,RB,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,	LGG,		DSRCT,	COL20A1	true	false	false	true	true	COL20A1	Gene	1.0	1.0	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	false	false	false	false	false	NA	Tier1	false	true	false	false
HMCN1_chr1_185984169_185984313_+	332.0440402686346	0.25	0.0	true	1	0	30	0	0	0	14	1	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MB,CPC,EPD,NBL,WLM,	MEL,		EWS,	HMCN1	true	false	false	true	true	HMCN1	Gene	1.0	0.9230769230769231	false	Canonical	PRINCIPAL	false	false	true	false	false	true	false	true	false	true	NA	Tier 2	false	true	false	false
COL2A1_chr12_47977600_47977653_-	276.5057005610032	0.375	0.13333333333333333	true	2	1	27	2	1	0	13	1	1	1	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Skin,Prostate,	Testis,Stomach,	Pituitary,		EWS,ST,OS,HGG,LGG,RB,DSRCT,ACT,BT,MEL,MB,EPD,NBL,	RHB,	CPC,	WLM,	COL2A1	true	false	false	true	true	COL2A1	Gene	1.0	0.5	false	Canonical	PRINCIPAL	false	false	false	false	false	true	false	false	false	true	NA	Tier 2	false	true	false	false
