Exon	GeneName	AlternativeSplicedExon	PanExpressionScore	RepresentativeExon	Location	Tier	Expression_High_in_Normal	Expression_High_In_Tumor
ABCA1_chr9_104822496_104822667_-	ABCA1	Gene	1.125	false	SURFACEOME	Tier2		EWS,RB,ST,BT,MEL,HGG,DSRCT,
ABCA1_chr9_104814427_104814475_-	ABCA1	Gene	1.0625	false	SURFACEOME	Tier2	Adrenal_Gland,	RB,ST,BT,MEL,HGG,DSRCT,
CDH4_chr20_61923451_61923704_+	CDH4	Gene	0.125	false	SURFACEOME	Tier1		DSRCT,
ENPP3_chr6_131674162_131674281_+	ENPP3	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		ACT,EWS,
COL20A1_chr20_63329153_63329661_+	COL20A1	Gene	0.3125	false	MATRISOME	Tier1		LGG,DSRCT,
MMP9_chr20_46014120_46014275_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
DLK1_chr14_100732041_100732182_+	DLK1	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	,Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
ITGAV_chr2_186638277_186638320_+	ITGAV	Gene	2.0	false	MATRISOME_SURFACEOME	Tier2	Adrenal_Gland,Blood_Vessel,	RB,OS,MB,EPD,HGG,RHB,EWS,ST,DSRCT,BT,MEL,LGG,
FBN2_chr5_128277880_128278005_-	FBN2	Gene	0.375	false	MATRISOME_SURFACEOME	Tier2		ACT,
GLG1_chr16_74472349_74473843_-	GLG1	Gene	0.1875	false	MATRISOME_SURFACEOME	Not Prioritized		,EWS,
PXDN_chr2_1684080_1684151_-	PXDN	Gene	1.6875	false	MATRISOME_SURFACEOME	Not Prioritized	Bladder,	ST,DSRCT,BT,MB,HGG,NBL,EWS,CPC,WLM,RHB,
CP_chr3_149198367_149198578_-	CP	Gene	0.4375	false	SURFACEOME	Tier2	Salivary_Gland,Liver,	DSRCT,CPC,EPD,
IL6ST_chr5_55976215_55976278_-	IL6ST	Gene	1.9375	false	MATRISOME_SURFACEOME	Tier2	Adipose_Tissue,Bladder,Breast,Adrenal_Gland,	EWS,MB,EPD,HGG,RHB,LGG,RB,ST,DSRCT,BT,MEL,
RELN_chr7_103496526_103496768_-	RELN	Gene	0.3125	false	MATRISOME	Tier2	Nerve,	EPD,MB,
TGFB2_chr1_218434126_218434252_+	TGFB2	Gene	0.5	false	MATRISOME_SURFACEOME	Tier1		BT,EPD,HGG,
GRIN1_chr9_137162846_137163003_+	GRIN1	Gene	0.125	false	SURFACEOME	Not Prioritized	,Brain,	NBL,
COL12A1_chr6_75130091_75130233_-	COL12A1	Gene	0.6875	false	MATRISOME	Not Prioritized	Nerve,Ovary,Uterus,	DSRCT,MEL,RHB,OS,
NRG1_chr8_32756403_32756529_+	NRG1	Gene	0.125	false	MATRISOME_SURFACEOME	Tier1		DSRCT,
MMP9_chr20_46010920_46011049_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
CLCN3_chr4_169680068_169680207_+	CLCN3	Gene	2.1875	false	SURFACEOME	Tier2	Testis,	ST,DSRCT,CPC,EPD,NBL,EWS,RB,BT,MEL,MB,HGG,LGG,
DLK1_chr14_100732041_100732183_+	DLK1	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	,Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
RELN_chr7_103519323_103519516_-	RELN	Gene	0.25	false	MATRISOME	Tier2		,MB,
MMP9_chr20_46014120_46014274_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
HEG1_chr3_125019262_125019412_-	HEG1	Gene	0.875	false	SURFACEOME	Tier2		ST,BT,RB,
MAN2A1_chr5_109855140_109855334_+	MAN2A1	Gene	1.3125	true	SURFACEOME	Tier2	Adrenal_Gland,	ST,DSRCT,ACT,BT,MEL,EWS,
MOG_chr6_29657210_29657297_+	MOG	Gene	0.125	false	SURFACEOME	Not Prioritized	,Brain,	LGG,
COL20A1_chr20_63328079_63328498_+	COL20A1	Gene	0.375	false	MATRISOME	Tier1	Testis,	LGG,DSRCT,
RELN_chr7_103500745_103500922_-	RELN	Gene	0.3125	false	MATRISOME	Tier2	Nerve,	EPD,MB,
SEMA3A_chr7_83981321_83981478_-	SEMA3A	Gene	0.125	false	SURFACEOME	Tier1		MB,
PTPRZ1_chr7_121873327_121873557_+	PTPRZ1	Gene	0.75	false	MATRISOME_SURFACEOME	Not Prioritized		BT,EPD,HGG,LGG,
DPP4_chr2_162038302_162038422_-	DPP4	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2		,RB,
NRG1_chr8_32756403_32756528_+	NRG1	Gene	0.125	false	MATRISOME_SURFACEOME	Tier1		DSRCT,
COL20A1_chr20_63325269_63325364_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
CDH2_chr18_27993500_27993637_-	CDH2	Gene	1.75	false	SURFACEOME	Tier2	Heart,Testis,Adrenal_Gland,	DSRCT,OS,EPD,NBL,RB,BT,MB,HGG,WLM,LGG,
NPC1_chr18_23548006_23548108_-	NPC1	Gene	0.875	false	SURFACEOME	Not Prioritized	Adrenal_Gland,	ACT,MEL,
WIF1_chr12_65120417_65120556_-	WIF1	Gene	0.1875	false	MATRISOME	Not Prioritized	Brain,	RB,
SMOC1_chr14_69977918_69977965_+	SMOC1	Gene	0.875	false	MATRISOME	Tier2	Brain,Liver,Prostate,Testis,	MB,DSRCT,EPD,HGG,LGG,
COL9A1_chr6_70225932_70226009_-	COL9A1	Gene	0.625	false	MATRISOME	Tier1		RB,CPC,WLM,LGG,
MELTF_chr3_197024303_197024485_-	MELTF	Gene	0.1875	false	SURFACEOME	Tier2		MEL,
FRAS1_chr4_78267241_78267432_+	FRAS1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier1		DSRCT,
TGFB2_chr1_218435970_218436147_+	TGFB2	Gene	0.4375	false	MATRISOME_SURFACEOME	Tier1		BT,EPD,
IL6ST_chr5_55955980_55956235_-	IL6ST	Gene	1.875	false	MATRISOME_SURFACEOME	Tier2	Adipose_Tissue,	EWS,MB,EPD,HGG,RHB,LGG,RB,ST,DSRCT,BT,MEL,
ITGAV_chr2_186675820_186676283_+	ITGAV	Gene	0.75	false	MATRISOME_SURFACEOME	Tier2		BT,LGG,
DPP4_chr2_162019223_162019276_-	DPP4	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2	Small_Intestine,	RB,
ITIH2_chr10_7738621_7738758_+	ITIH2	Gene	0.1875	false	MATRISOME	Tier2	,Liver,	,DSRCT,
DLK1_chr14_100732041_100732181_+	DLK1	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	,Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
LAMA3_chr18_23899288_23899700_+	LAMA3	Gene	0.125	false	MATRISOME	Tier2		RB,
MSR1_chr8_16150231_16150311_-	MSR1	Gene	0.625	true	SURFACEOME	Tier2	Lung,	BT,
THBS2_chr6_169248417_169248680_-	THBS2	Gene	0.75	false	MATRISOME	Not Prioritized	Cervix_Uteri,Blood_Vessel,	ST,DSRCT,OS,MEL,
VWF_chr12_6110374_6110582_-	VWF	Gene	0.6875	false	MATRISOME	Not Prioritized	Adipose_Tissue,Breast,	ST,BT,MB,
MMP11_chr22_23782226_23782315_+	MMP11	Gene	0.5625	true	MATRISOME	Tier2	Testis,	OS,WLM,RHB,
LOXL2_chr8_23319885_23320005_-	LOXL2	Gene	1.0625	false	MATRISOME	Tier2	Adipose_Tissue,Colon,	OS,WLM,RHB,
COL23A1_chr5_178288324_178288350_-	COL23A1	Gene	0.1875	false	MATRISOME	Tier2	Thyroid,	,DSRCT,
GFRA2_chr8_21705932_21706041_-	GFRA2	Gene	0.25	false	SURFACEOME	Tier2	Testis,Thyroid,	NBL,
LAMA2_chr6_129300736_129300872_+	LAMA2	Gene	0.3125	false	MATRISOME	Not Prioritized		MB,
COL23A1_chr5_178290362_178290369_-	COL23A1	Gene	0.1875	false	MATRISOME	Tier2	Thyroid,	,DSRCT,
ABCA1_chr9_104830925_104831101_-	ABCA1	Gene	1.0	false	SURFACEOME	Tier2		RB,ST,BT,MEL,DSRCT,
LRP8_chr1_53271227_53271415_-	LRP8	Gene	0.375	false	SURFACEOME	Tier2		,MB,
ALCAM_chr3_105539975_105540057_+	ALCAM	Gene	1.375	false	SURFACEOME	Not Prioritized	Stomach,Salivary_Gland,Lung,Blood_Vessel,Thyroid,	ST,HGG,EWS,DSRCT,BT,NBL,LGG,
PTPRZ1_chr7_121873481_121873557_+	PTPRZ1	Gene	0.75	false	MATRISOME_SURFACEOME	Not Prioritized		BT,EPD,HGG,LGG,
BCAN_chr1_156652248_156652678_+	BCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
DPP4_chr2_162046702_162046805_-	DPP4	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		RB,
TF_chr3_133753595_133753910_+	TF	Gene	0.3125	false	MATRISOME	Not Prioritized	Brain,Liver,	RB,LGG,
HMCN1_chr1_186117459_186117623_+	HMCN1	Gene	0.4375	false	MATRISOME	Tier2		MEL,EWS,
NRG1_chr8_32727949_32728094_+	NRG1	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		,DSRCT,
INSR_chr19_7167968_7168094_-	INSR	Gene	1.0625	false	SURFACEOME	Tier2	Pancreas,	EWS,RB,ST,ACT,BT,MB,
COL4A5_chrX_108578291_108578383_+	COL4A5	Gene	0.625	false	MATRISOME	Not Prioritized	Uterus,Fallopian_Tube,Bladder,	BT,CPC,EPD,DSRCT,
COL11A2_chr6_33168706_33168759_-	COL11A2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
LOXL2_chr8_23333401_23333636_-	LOXL2	Gene	0.6875	false	MATRISOME	Tier2		OS,RHB,
MAN2A1_chr5_109866846_109867178_+	MAN2A1	Gene	0.8125	false	SURFACEOME	Tier2		EWS,BT,
TEX14_chr17_58593555_58593661_-	TEX14	Gene	0.125	false	SURFACEOME	Tier1	Testis,	RB,
SEMA7A_chr15_74414838_74414946_-	SEMA7A	Gene	0.5625	false	MATRISOME	Not Prioritized	Nerve,Brain,Testis,Spleen,	ACT,LGG,
PAPPA_chr9_116302757_116302950_+	PAPPA	Gene	0.1875	false	MATRISOME	Tier2		,EWS,
SMPDL3B_chr1_27935039_27935244_+	SMPDL3B	Gene	0.1875	false	SURFACEOME	Tier2		,DSRCT,
TNR_chr1_175324356_175324519_-	TNR	Gene	0.3125	false	MATRISOME	Tier2		HGG,LGG,
TRPV1_chr17_3573822_3573955_-	TRPV1	Gene	0.375	false	SURFACEOME	Not Prioritized		EPD,
NID2_chr14_52015054_52015262_-	NID2	Gene	0.5	false	MATRISOME	Tier2	Thyroid,	OS,CPC,
COL11A1_chr1_102978708_102978752_-	COL11A1	Gene	0.625	false	MATRISOME_SURFACEOME	Tier1		ACT,CPC,OS,
ADAM17_chr2_9492898_9493153_-	ADAM17	Gene	1.0	false	MATRISOME_SURFACEOME	Tier2		RB,MB,
NCAM1_chr11_113205519_113205664_+	NCAM1	Gene	1.875	false	SURFACEOME	Not Prioritized	Heart,Brain,Uterus,Bladder,	DSRCT,BT,OS,WLM,RB,MB,EPD,HGG,NBL,RHB,LGG,
COL2A1_chr12_47975963_47976070_-	COL2A1	Gene	0.375	false	MATRISOME	Tier2	Pituitary,	CPC,WLM,
CHRNA7_chr15_32153907_32153986_+	CHRNA7	Gene	0.4375	false	SURFACEOME	Tier1		DSRCT,ACT,NBL,
ACHE_chr7_100893165_100894233_-	ACHE	Gene	0.1875	false	MATRISOME	Not Prioritized		NBL,
MELTF_chr3_197024335_197024485_-	MELTF	Gene	0.25	false	SURFACEOME	Tier2		OS,MEL,
MERTK_chr2_111929120_111929304_+	MERTK	Gene	0.6875	false	SURFACEOME	Not Prioritized	Adrenal_Gland,	BT,DSRCT,
COL2A1_chr12_47986336_47986443_-	COL2A1	Gene	0.4375	false	MATRISOME	Tier2		CPC,WLM,
SCUBE3_chr6_35237902_35238018_+	SCUBE3	Gene	0.25	false	SURFACEOME	Tier2		DSRCT,
GPC3_chrX_133985275_133985594_-	GPC3	Gene	0.25	false	MATRISOME	Tier2	Lung,	,WLM,
THSD4_chr15_71745106_71745235_+	THSD4	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		DSRCT,
MMP9_chr20_46010920_46011048_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
PTPN11_chr12_112453195_112453387_+	PTPN11	Gene	2.375	false	SURFACEOME	Tier2	Brain,Bladder,Muscle,	CPC,RHB,EWS,RB,ST,DSRCT,BT,MEL,MB,EPD,HGG,LGG,
CHL1_chr3_361699_361810_+	CHL1	Gene	0.5625	false	SURFACEOME	Tier2	Nerve,	BT,HGG,LGG,
TNR_chr1_175403140_175403616_-	TNR	Gene	0.1875	false	MATRISOME	Tier2		LGG,
LRP2_chr2_169256106_169256236_-	LRP2	Gene	0.125	true	MATRISOME_SURFACEOME	Tier2		RB,
SERPINE2_chr2_223984752_223985068_-	SERPINE2	Gene	1.8125	false	MATRISOME	Not Prioritized	Heart,Testis,Nerve,Ovary,Brain,	EWS,ST,BT,CPC,EPD,NBL,WLM,RHB,OS,MEL,HGG,LGG,
L1CAM_chrX_153867799_153867910_-	L1CAM	Gene	0.4375	false	SURFACEOME	Not Prioritized	Nerve,Brain,Colon,	RB,MB,NBL,
PTPN11_chr12_112486454_112486629_+	PTPN11	Gene	1.8125	false	SURFACEOME	Tier2	Brain,Bladder,Muscle,Blood_Vessel,	EWS,RB,ST,DSRCT,BT,MEL,MB,CPC,EPD,HGG,RHB,LGG,
PTPRZ1_chr7_122039454_122039586_+	PTPRZ1	Gene	1.0625	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	MEL,MB,BT,EPD,HGG,LGG,
COL6A3_chr2_237378636_237379235_-	COL6A3	AS	0.75	true	MATRISOME	Tier1		ST,OS,MEL,RHB,DSRCT,
DAG1_chr3_49530797_49531211_+	DAG1	Gene	1.4375	true	MATRISOME_SURFACEOME	Tier2	Muscle,	DSRCT,ACT,BT,MEL,EPD,HGG,WLM,RHB,LGG,
COL2A1_chr12_47983385_47983438_-	COL2A1	Gene	0.375	false	MATRISOME	Tier2		CPC,WLM,
GLG1_chr16_74463356_74463893_-	GLG1	Gene	1.4375	false	MATRISOME_SURFACEOME	Not Prioritized	Testis,Ovary,	ST,ACT,BT,OS,WLM,EWS,
FBN1_chr15_48437622_48437917_-	FBN1	Gene	0.5625	false	MATRISOME	Tier2		ST,
COL2A1_chr12_48004237_48004362_-	COL2A1	Gene	0.1875	false	MATRISOME	Tier2		,WLM,
MMP9_chr20_46010920_46011047_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
LIFR_chr5_38490190_38490291_-	LIFR	Gene	1.0	false	MATRISOME_SURFACEOME	Tier2		BT,MB,EPD,HGG,LGG,EWS,
NCAM1_chr11_113205519_113205666_+	NCAM1	Gene	1.875	false	SURFACEOME	Not Prioritized	Heart,Brain,Uterus,Bladder,	DSRCT,BT,OS,WLM,RB,MB,EPD,HGG,NBL,RHB,LGG,
COL11A2_chr6_33176016_33176069_-	COL11A2	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
PTPRZ1_chr7_122039454_122039587_+	PTPRZ1	Gene	1.0	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	MEL,MB,BT,EPD,HGG,LGG,
LAMA2_chr6_129098173_129098415_+	LAMA2	Gene	0.25	false	MATRISOME	Not Prioritized		MB,
TNR_chr1_175335711_175335807_-	TNR	Gene	0.25	false	MATRISOME	Tier2		,LGG,
PDPN_chr1_13583762_13584100_+	PDPN	Gene	0.3125	false	SURFACEOME	Not Prioritized		CPC,
TF_chr3_133754495_133754663_+	TF	Gene	0.5625	false	MATRISOME	Not Prioritized	Salivary_Gland,Brain,Liver,	HGG,RB,LGG,
THSD4_chr15_71660530_71660726_+	THSD4	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		DSRCT,
COL9A1_chr6_70268804_70268860_-	COL9A1	Gene	0.625	false	MATRISOME	Tier1		CPC,RB,LGG,
BTN2A2_chr6_26390005_26390137_+	BTN2A2	Gene	0.4375	true	SURFACEOME	Tier2		MEL,
CXADR_chr21_17551749_17551953_+	CXADR	Gene	0.9375	false	SURFACEOME	Tier2		BT,RB,DSRCT,MB,
LRP2_chr2_169162472_169162600_-	LRP2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2	Thyroid,	RB,
MELTF_chr3_197022957_197023113_-	MELTF	Gene	0.1875	false	SURFACEOME	Tier2		MEL,
FREM2_chr13_38764304_38764450_+	FREM2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		BT,
SEMA6D_chr15_47761158_47761220_+	SEMA6D	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier1		MB,RB,
FBN1_chr15_48613010_48613092_-	FBN1	Gene	0.8125	false	MATRISOME	Tier2		ST,DSRCT,BT,RHB,
COL2A1_chr12_47974675_47974862_-	COL2A1	Gene	0.4375	false	MATRISOME	Tier2	Pituitary,	CPC,WLM,
BMP7_chr20_57173200_57173310_-	BMP7	Gene	1.3125	false	MATRISOME	Not Prioritized	Brain,Skin,Thyroid,	BT,HGG,WLM,DSRCT,CPC,EPD,LGG,
COL11A1_chr1_102881697_102881765_-	COL11A1	Gene	1.1875	false	MATRISOME_SURFACEOME	Tier1	Testis,	ACT,BT,MEL,HGG,LGG,OS,CPC,
PTPRG_chr3_62201505_62201554_+	PTPRG	Gene	1.125	true	SURFACEOME	Tier2		EWS,ST,DSRCT,BT,MB,WLM,
MMP15_chr16_58037472_58037620_+	MMP15	Gene	0.4375	false	MATRISOME_SURFACEOME	Not Prioritized	Testis,Stomach,Thyroid,	NBL,
CD276_chr15_73702772_73702952_+	CD276	Gene	1.8125	false	SURFACEOME	Tier2	Adrenal_Gland,Cervix_Uteri,	ST,MEL,MB,CPC,HGG,NBL,RHB,ACT,OS,WLM,
COL11A2_chr6_33174527_33174580_-	COL11A2	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
COL20A1_chr20_63326096_63326149_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1	Testis,	HGG,DSRCT,LGG,
COL20A1_chr20_63327952_63327987_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1	Testis,	HGG,DSRCT,LGG,
PTPRZ1_chr7_122034282_122034340_+	PTPRZ1	Gene	1.0	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	BT,MEL,MB,EPD,HGG,LGG,
PTPRZ1_chr7_122040816_122040979_+	PTPRZ1	Gene	0.875	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	BT,MEL,EPD,HGG,LGG,
BMP7_chr20_57183722_57183914_-	BMP7	Gene	1.3125	false	MATRISOME	Not Prioritized	Brain,Thyroid,	BT,HGG,WLM,DSRCT,CPC,EPD,LGG,
PMEL_chr12_55965936_55966042_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
COL2A1_chr12_47973407_47973553_-	COL2A1	Gene	0.5	false	MATRISOME	Tier2	Pituitary,	RB,RHB,WLM,
DPP4_chr2_162046734_162046805_-	DPP4	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		RB,
RTBDN_chr19_12828657_12828767_-	RTBDN	Gene	0.125	false	MATRISOME	Tier2	Pituitary,	RB,
PXDN_chr2_1744256_1744442_-	PXDN	Gene	0.3125	false	MATRISOME_SURFACEOME	Not Prioritized		RHB,
CP_chr3_149176238_149176412_-	CP	Gene	0.5625	false	SURFACEOME	Tier2	Spleen,Salivary_Gland,Blood_Vessel,Liver,	DSRCT,CPC,EPD,
ADAM10_chr15_58665182_58665197_-	ADAM10	Gene	1.625	false	MATRISOME_SURFACEOME	Tier2		EWS,RB,ST,DSRCT,BT,MEL,MB,HGG,RHB,LGG,
CPD_chr17_30461877_30462062_+	CPD	Gene	1.5	false	SURFACEOME	Tier2	Salivary_Gland,Testis,	EWS,RB,ST,DSRCT,BT,MEL,MB,WLM,
OLFML2B_chr1_162023257_162023854_-	OLFML2B	Gene	0.1875	false	SURFACEOME	Tier2		OS,
PDGFC_chr4_156850221_156850272_-	PDGFC	Gene	0.875	false	MATRISOME	Tier2	Uterus,Salivary_Gland,	OS,CPC,WLM,RHB,
SULF1_chr8_69638691_69638858_+	SULF1	Gene	1.3125	false	MATRISOME	Tier2	Colon,Prostate,Thyroid,Blood_Vessel,	ST,DSRCT,BT,OS,RHB,LGG,CPC,
MAN2A1_chr5_109781396_109781598_+	MAN2A1	Gene	1.0	false	SURFACEOME	Tier2		ST,DSRCT,BT,MEL,EWS,
CD109_chr6_73765936_73766154_+	CD109	Gene	0.25	false	MATRISOME	Tier2		MEL,
GPC2_chr7_100171651_100171678_-	GPC2	Gene	0.125	false	MATRISOME	Tier2	Testis,	NBL,
ITGA4_chr2_181534272_181534370_+	ITGA4	Gene	0.625	false	MATRISOME_SURFACEOME	Tier2	Spleen,	RB,OS,
MMP9_chr20_46012139_46012313_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
TGFB2_chr1_218437343_218437496_+	TGFB2	Gene	0.4375	false	MATRISOME_SURFACEOME	Tier1		BT,EPD,
LIFR_chr5_38528759_38528840_-	LIFR	Gene	1.0625	false	MATRISOME_SURFACEOME	Tier2		BT,MB,EPD,HGG,LGG,EWS,
LDLR_chr19_11113278_11113762_+	LDLR	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2	Adrenal_Gland,	,ACT,
COL11A1_chr1_102923336_102923389_-	COL11A1	Gene	0.75	false	MATRISOME_SURFACEOME	Tier1		ACT,CPC,LGG,OS,
HSPG2_chr1_21889816_21890141_-	HSPG2	Gene	0.6875	false	MATRISOME	Not Prioritized		ST,BT,MEL,RHB,
CPD_chr17_30384989_30385292_+	CPD	Gene	0.8125	false	SURFACEOME	Tier2		RB,ST,BT,MB,
AQP2_chr12_49954155_49954445_+	AQP2	Gene	0.125	false	SURFACEOME	Not Prioritized	,Kidney,	ACT,
COL11A1_chr1_103025521_103025952_-	COL11A1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier1		OS,
ADAM19_chr5_157490310_157490454_-	ADAM19	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier2		RB,
LAMA2_chr6_129267106_129267219_+	LAMA2	Gene	0.375	false	MATRISOME	Not Prioritized	Ovary,	MB,
COL20A1_chr20_63319058_63319205_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
OLFML2B_chr1_161997825_161998349_-	OLFML2B	Gene	0.4375	false	SURFACEOME	Tier2		RHB,OS,
DBH_chr9_133639846_133639992_+	DBH	Gene	0.1875	false	SURFACEOME	Tier2		,NBL,
COL2A1_chr12_47972967_47973553_-	COL2A1	Gene	0.25	false	MATRISOME	Tier2		,WLM,
ENPP3_chr6_131652542_131652667_+	ENPP3	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		ACT,EWS,
NAV2_chr11_20082999_20083179_+	NAV2	Gene	0.8125	false	MATRISOME	Tier2		BT,MEL,EPD,HGG,LGG,
MMP9_chr20_46011139_46011316_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	Spleen,Blood,	,OS,
HMCN1_chr1_185994815_185995087_+	HMCN1	Gene	0.25	false	MATRISOME	Tier2		,EWS,
CHL1_chr3_325959_326064_+	CHL1	Gene	0.625	false	SURFACEOME	Tier2	Nerve,	BT,MEL,HGG,LGG,
ADAMTS7_chr15_78791140_78791223_-	ADAMTS7	Gene	0.5	false	MATRISOME	Tier2		ACT,MB,
L1CAM_chrX_153865704_153865819_-	L1CAM	Gene	0.4375	false	SURFACEOME	Not Prioritized	Brain,Colon,Nerve,	,MB,NBL,
MMP9_chr20_46014373_46014474_+	MMP9	Gene	0.4375	false	MATRISOME	Tier2	Lung,Spleen,Blood,	NBL,OS,
COL14A1_chr8_120199402_120199566_+	COL14A1	Gene	0.5625	false	MATRISOME_SURFACEOME	Not Prioritized	,Blood_Vessel,	ST,RHB,DSRCT,
AGRN_chr1_1041173_1041397_+	AGRN	Gene	0.375	false	MATRISOME_SURFACEOME	Tier2		CPC,HGG,
ADAMTS2_chr5_179132777_179132900_-	ADAMTS2	Gene	0.4375	false	MATRISOME	Not Prioritized	Adipose_Tissue,	OS,
CD109_chr6_73792655_73792802_+	CD109	Gene	0.25	false	MATRISOME	Tier2		MEL,
MMP9_chr20_46011139_46011315_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	Spleen,Blood,	,OS,
ATRN_chr20_3572731_3572951_+	ATRN	Gene	1.375	false	MATRISOME_SURFACEOME	Not Prioritized	Adrenal_Gland,	EWS,RB,ST,DSRCT,BT,MEL,MB,
L1CAM_chrX_153868407_153868458_-	L1CAM	Gene	0.5	false	SURFACEOME	Not Prioritized	Nerve,Brain,Colon,	RB,MB,NBL,
CD276_chr15_73702772_73703086_+	CD276	Gene	1.4375	false	SURFACEOME	Tier2		ACT,OS,MEL,CPC,HGG,NBL,WLM,
LAMA2_chr6_129049918_129049981_+	LAMA2	Gene	0.1875	false	MATRISOME	Not Prioritized		MB,
COL20A1_chr20_63322058_63322111_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
GLG1_chr16_74474172_74474632_-	GLG1	Gene	1.125	false	MATRISOME_SURFACEOME	Not Prioritized		BT,EWS,
TNFAIP6_chr2_151357592_151357760_+	TNFAIP6	Gene	0.1875	false	MATRISOME	Tier1		,EWS,
FGFR2_chr10_121565438_121565911_-	FGFR2	Gene	0.3125	false	MATRISOME_SURFACEOME	Not Prioritized		BT,CPC,
DPP4_chr2_162018729_162018850_-	DPP4	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2	Small_Intestine,	RB,
COL14A1_chr8_120226627_120226766_+	COL14A1	Gene	0.625	false	MATRISOME_SURFACEOME	Not Prioritized	Ovary,Uterus,Vagina,Blood_Vessel,	ST,RHB,DSRCT,
DBH_chr9_133643413_133643590_+	DBH	Gene	0.1875	false	SURFACEOME	Tier2		,NBL,
MMP9_chr20_46011139_46011318_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	Spleen,Blood,	,OS,
THSD7A_chr7_11406300_11406474_-	THSD7A	Gene	0.25	false	SURFACEOME	Tier2		RB,MB,
COL11A1_chr1_102946849_102946956_-	COL11A1	Gene	1.0	false	MATRISOME_SURFACEOME	Tier1		ACT,HGG,LGG,OS,CPC,
GFRA1_chr10_116269503_116269586_-	GFRA1	Gene	0.25	true	MATRISOME	Tier2		WLM,
ENPP3_chr6_131685876_131685907_+	ENPP3	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		ACT,EWS,
FGF1_chr5_142595161_142595484_-	FGF1	Gene	0.25	false	MATRISOME	Not Prioritized	Nerve,Brain,	,LGG,
HMCN1_chr1_186145403_186145573_+	HMCN1	Gene	0.375	false	MATRISOME	Tier2		MEL,EWS,
ENPP3_chr6_131733588_131733723_+	ENPP3	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		ACT,EWS,
ASTN1_chr1_177023404_177023571_-	ASTN1	Gene	0.5625	false	SURFACEOME	Tier2		HGG,LGG,DSRCT,
MOG_chr6_29659319_29659666_+	MOG	Gene	0.125	false	SURFACEOME	Not Prioritized	Brain,	LGG,
NCAN_chr19_19224977_19225270_+	NCAN	Gene	0.3125	false	MATRISOME	Not Prioritized		HGG,LGG,
